path,sha256,dataset,hvg,graph,seed,chunk_start,chunk_end,n_rows
results_merged_3seed/hvg1000/replogle_k562__no_graph__s43f0-10.json,6f7773b7cd1a4d0f8f4347a73b9007c7a9dbb8c22490fe00935abfa8762ac8e5,replogle_k562,1000,no_graph,43,0,10,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s43f10-20.json,208f28a4ab43bf49e63d97b29aa1e5871e5c2b8332d07ba4adafb9a44c7b57a3,replogle_k562,1000,no_graph,43,10,20,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s43f20-30.json,d627d27693a45b4600c2de1dd6f4115ac9130e9176dc8e7065bd9bf85df8c248,replogle_k562,1000,no_graph,43,20,30,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s43f30-40.json,1b2f74724db36eb67fc25266b3468c9a3ee6d9232a75c42207b0477d90e69136,replogle_k562,1000,no_graph,43,30,40,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s43f40-50.json,06fd4f64bb16403597bec44403199be944c2b922b9e2bc167540116e81b47f07,replogle_k562,1000,no_graph,43,40,50,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s44f0-10.json,79460f73c974c5812c486700b3b4a530c191cab61950d94c8eec109fe06b3e64,replogle_k562,1000,no_graph,44,0,10,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s44f10-20.json,f89febc09905179f032fb3da5560dbf19828c194a3122791d8bd9b7b7bd6e6a3,replogle_k562,1000,no_graph,44,10,20,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s44f20-30.json,71a033723aa0a917a730fca67b26d54ce1f022cb7a534fff42e3d7c90374a59f,replogle_k562,1000,no_graph,44,20,30,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s44f30-40.json,b71d8996e275928b43ad856c4115e0d3900e71dbf19cf057e8e3e062aaaf48c7,replogle_k562,1000,no_graph,44,30,40,10
results_merged_3seed/hvg1000/replogle_k562__no_graph__s44f40-50.json,feea2ed0f9e590acf1f99768d1363e11e6c322519ad31e5ae4a963cea0fcbee2,replogle_k562,1000,no_graph,44,40,50,10
results_merged_3seed/hvg1000/replogle_k562__random__s42f0-10.json,bcce4cc3821b9555b686a7af4428869244c18cee06f03c6ccda776f6861bc035,replogle_k562,1000,random,42,0,10,10
results_merged_3seed/hvg1000/replogle_k562__random__s42f10-20.json,10be72adc1ff5401be90a50ab3ef23b431a7b1a9a407007f642baafcc2558625,replogle_k562,1000,random,42,10,20,10
results_merged_3seed/hvg1000/replogle_k562__random__s42f20-30.json,9610f30cdaf869b75339204949712c367d1013816b31ab12bef7d9bb21671b72,replogle_k562,1000,random,42,20,30,10
results_merged_3seed/hvg1000/replogle_k562__random__s42f30-40.json,b45ee876b947cc73d923f6024297624474f0fb08020c76febbe36f2c19159470,replogle_k562,1000,random,42,30,40,10
results_merged_3seed/hvg1000/replogle_k562__random__s42f40-50.json,7ed90a888e5c51e37641ad4f4547344bcbc333064c7757264b2f771e30b4efb9,replogle_k562,1000,random,42,40,50,10
results_merged_3seed/hvg1000/replogle_k562__random__s43f0-10.json,e4805cbb1074ad1b8ae1be98e185c43ed06f8c6b40f7b80e964ef2bc938e03ab,replogle_k562,1000,random,43,0,10,10
results_merged_3seed/hvg1000/replogle_k562__random__s43f10-20.json,7fbf60915c34d4125fa94c365028456a6dddaf3a8a234ce28aae1a7325ecdc59,replogle_k562,1000,random,43,10,20,10
results_merged_3seed/hvg1000/replogle_k562__random__s43f20-30.json,7e5fe587a31893fd38564b46fe9463cef942c2bd056118c59c7f42aaf0c3bc68,replogle_k562,1000,random,43,20,30,10
results_merged_3seed/hvg1000/replogle_k562__random__s43f30-40.json,1bb7b26e50451f79a825a99ca54ed9c65d01637e391c0aed6a8c01a61dda7f5a,replogle_k562,1000,random,43,30,40,10
results_merged_3seed/hvg1000/replogle_k562__random__s43f40-50.json,774b25421455522676d5d2f4a2f5836922e33dad9ff1a2556c76c1965fc84b80,replogle_k562,1000,random,43,40,50,10
results_merged_3seed/hvg1000/replogle_k562__random__s44f0-10.json,fa3e173b2cb0daf1504021ef03ab622dd3fcf58ee93c52ee882469e1e2b5932d,replogle_k562,1000,random,44,0,10,10
results_merged_3seed/hvg1000/replogle_k562__random__s44f10-20.json,8912afb977fcc73451a25d49e3139eb3427a3155e616f5214ff5b0d36f7e8a28,replogle_k562,1000,random,44,10,20,10
results_merged_3seed/hvg1000/replogle_k562__random__s44f20-30.json,3553a58cf8dd5ed056c53b0d1f946f77317d9f1f60f81ffc7214532dcb3e070e,replogle_k562,1000,random,44,20,30,10
results_merged_3seed/hvg1000/replogle_k562__random__s44f30-40.json,f6f46ddf37a1c9267ba47464738c8b72c6c837b12cd3f60aa54ba594fbf65d44,replogle_k562,1000,random,44,30,40,10
results_merged_3seed/hvg1000/replogle_k562__random__s44f40-50.json,250c5f70a5789aa00c57b8cd79445c194b005f2dd5a0280f6af1d2233f250ea0,replogle_k562,1000,random,44,40,50,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s42f0-10.json,89b5503c4bac2e9eaa4130efcd7f19037715d3287c1d46fe28ba7a659a61b58c,replogle_k562,1000,string_ppi,42,0,10,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s42f10-20.json,28765daeb8bf5c6eace12d3ef094f2cc378ed9133f4f8277afe3062eae3055e5,replogle_k562,1000,string_ppi,42,10,20,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s42f20-30.json,06b37b91cf6e462ea148c00e6cc8d9180e7956d30ce4049e89dc41747b8174e1,replogle_k562,1000,string_ppi,42,20,30,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s42f30-40.json,47ec1b092fa70712d44c70e48f001deb5155865a91671e001060a7b971c5ef81,replogle_k562,1000,string_ppi,42,30,40,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s42f40-50.json,e2babf7d13a2a27915d8cfe343c479690e7c073acec678666e1bfb7481ce04a1,replogle_k562,1000,string_ppi,42,40,50,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s43f0-10.json,3b3f1efbcea1219008ff9f35d1f19c4b8d070768a3e14aedf9bb56ee2d4d95ce,replogle_k562,1000,string_ppi,43,0,10,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s43f10-20.json,1b0ee3f464cb9cbc4866d33f16bd36f4db45eb05ca4724ef42200753e9f67b43,replogle_k562,1000,string_ppi,43,10,20,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s43f20-30.json,e730ad581fe6038b3af209767b4838b24772eebdebea8d4ee0a3ae75024799f8,replogle_k562,1000,string_ppi,43,20,30,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s43f30-40.json,0185ce9b33ed4e66c71f826e2689d74b9459bffe97194994cebe1dc7ab6adc0f,replogle_k562,1000,string_ppi,43,30,40,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s43f40-50.json,bfc06a9e528defbf15fdd193075a10e805eaf923c3d0d418a42c95da7c176137,replogle_k562,1000,string_ppi,43,40,50,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s44f0-10.json,b655dbfbd5ef00cfed29761ea54ef4c625d4bea7269253c3f8bcb9d11e70b976,replogle_k562,1000,string_ppi,44,0,10,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s44f10-20.json,bd9b8775791168b3f58a8a0369cf62380d134d1a5db9ee0c79e1cbbbf7ac6c73,replogle_k562,1000,string_ppi,44,10,20,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s44f20-30.json,c5a6be7b28c1e61684854ad102bd682541f477a6ae16380b4d6693a411bcee17,replogle_k562,1000,string_ppi,44,20,30,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s44f30-40.json,73da3578f2c56e4005c76dd04d6baa9b568ba4392f1fb38bcdbfea5d25e712ac,replogle_k562,1000,string_ppi,44,30,40,10
results_merged_3seed/hvg1000/replogle_k562__string_ppi__s44f40-50.json,7f151f077c55cdbb67a3cadb5c43c3ecf92de2377328f2f88824f16a9fd7142c,replogle_k562,1000,string_ppi,44,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s42f0-10.json,08733f663dc85cee3a123f605befa0287e2ca042d9b21f4e9a19ff21717629df,replogle_rpe1,1000,combined,42,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s42f10-20.json,98554dd67387f491fa152ac5c00403a000282e315c0f6b22034448bba82259eb,replogle_rpe1,1000,combined,42,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s42f20-30.json,1bde4bfe100f4d88ae7c913b0ce23ff7de55f9fea478d0724db62261af5f31fe,replogle_rpe1,1000,combined,42,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s42f30-40.json,28599ab25cbf3d57dec8485e13765a652577081d8b43269ad29616149afdf90e,replogle_rpe1,1000,combined,42,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s42f40-50.json,2fef56b14d3d99c5cb75bcb48c12be7a90519fc793c72f2aba00ed1c84fb012e,replogle_rpe1,1000,combined,42,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s43f0-10.json,1cdcee413c16854dbb1eb4b62245140aea65f9389acf9592a79869a95b4f784b,replogle_rpe1,1000,combined,43,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s43f10-20.json,a57ea15de3504a323bd8001cbc27859ac5cccc2597edebdc311145130cdc5806,replogle_rpe1,1000,combined,43,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s43f20-30.json,f617ad6658af29bee6931f58cdb9e6036a6ba3361bcf35f25e9f7beb3111f204,replogle_rpe1,1000,combined,43,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s43f30-40.json,091f493c4d845a8835961c94c5799b54ced10b48982cbc7745c8d81c3fbc6bdb,replogle_rpe1,1000,combined,43,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s43f40-50.json,cd87d7523c414a90548a92463b12c9c02ca1971dd01bf90105edc84ddc63689c,replogle_rpe1,1000,combined,43,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s44f0-10.json,91c8d487870f42958357949093940ee1c4032b0e45b8a7e2d9079e1b20777a42,replogle_rpe1,1000,combined,44,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s44f10-20.json,aab0b512e453f0904eafcaac359b8bf1fb1137f1d15205247f88a0123be72936,replogle_rpe1,1000,combined,44,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s44f20-30.json,015a4d495544acc85ffc46f69147af8c9f903948c10333ad98d54dcad39c42b7,replogle_rpe1,1000,combined,44,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s44f30-40.json,d7df6f69f21819e0b1493d096c80445dea43d9302a71205c553bc5ace9cdffc9,replogle_rpe1,1000,combined,44,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__combined__s44f40-50.json,4ef91d85eb5f4d9b179297e2ef8f1d9ea09908c6887945509c3efacb2ebf1924,replogle_rpe1,1000,combined,44,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s42f0-10.json,0cff9c0d4916f5be1b90299f65925db61fb3bb5324d563960ed24e86cc9a0136,replogle_rpe1,1000,gene_ontology,42,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s42f10-20.json,3464aa9ba2a5e7a80e53abad72a24722ea90f5a6d4eff36ffe4848cfd3ee7fc4,replogle_rpe1,1000,gene_ontology,42,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s42f20-30.json,ff0f9c16f024ca43e90143ac99725f0e0c7a4acbfcec4bcb8f4c8f978e7af5b1,replogle_rpe1,1000,gene_ontology,42,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s42f30-40.json,a96e46c77fbdfa624cb11dcddf84b4a4b16404c83930b088681856245fb36321,replogle_rpe1,1000,gene_ontology,42,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s42f40-50.json,a308b188f565b8a13ba73b9dc069b1d54e251bcad6959644ed671453b866f7f3,replogle_rpe1,1000,gene_ontology,42,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s43f0-10.json,3d73cc1d2953af7245823ef67c613bac00ce60b4832c7a90d5197a5be69aba50,replogle_rpe1,1000,gene_ontology,43,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s43f10-20.json,7265944af0eb13a97c80e188e3145ddc9e4c5bd2a2dd9e111f9dc18c94622a43,replogle_rpe1,1000,gene_ontology,43,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s43f20-30.json,1ac98296eda8b3f9a8c9ffdaa4edf8ab10e5094213450acc8933c678be25417c,replogle_rpe1,1000,gene_ontology,43,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s43f30-40.json,49a355cda72bae26545ab668de4fb598f05274fb645858ad0115074252c6761e,replogle_rpe1,1000,gene_ontology,43,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s43f40-50.json,23a65cc6a879d2d315d2b1341f1bd58fb2b29ce9a0d60ca62d27f132f2a766da,replogle_rpe1,1000,gene_ontology,43,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s44f0-10.json,9975d6d4c4e539b29e2ca79103f98144969e04c20efa07b4325932aaec86977c,replogle_rpe1,1000,gene_ontology,44,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s44f10-20.json,ef28233391dd674d4608483398d384ab4fada2c92ee7bb78d04ed3e9f608663a,replogle_rpe1,1000,gene_ontology,44,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s44f20-30.json,2da1a81b4b15eb7e3c537da03cbfe801de68b47b0b3b0e6886594cf1899dd207,replogle_rpe1,1000,gene_ontology,44,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s44f30-40.json,e6cd4e6b6d1cffbdb5e22ff37d0f19a9252f2c031a7675105f9a41a8e300d038,replogle_rpe1,1000,gene_ontology,44,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__gene_ontology__s44f40-50.json,d7e09ae9f9714d499794920c0fe7ac0edcc9b168ac56eaaf5bcf7e6d5688485d,replogle_rpe1,1000,gene_ontology,44,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s42f0-10.json,c2aeb2c3673d1b33c33a1e9f9aa937ac687d73dcfea58e493b408552064e2241,replogle_rpe1,1000,no_graph,42,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s42f10-20.json,6bef65bb82f1139e0a8450231ed48b16425b5ccd6cc45f8c204a354ceaf95b01,replogle_rpe1,1000,no_graph,42,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s42f20-30.json,558285e3f79c641d05a9b869f5f7b1ad9b678b039a6100b682dfd5e8aa16b3a9,replogle_rpe1,1000,no_graph,42,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s42f30-40.json,165741d9cf8af5704b6b7413d5e67fba15e9008712f9330493e1bacb450f20dd,replogle_rpe1,1000,no_graph,42,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s42f40-50.json,59637fbf3c77d960fe88475b54f27d3690e5eeb45a2b220cf03b8fc38d85f11f,replogle_rpe1,1000,no_graph,42,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s43f0-10.json,9f544536071f8332093f7cc314b224b9a9514e52403b460c4029c0a059cc7e32,replogle_rpe1,1000,no_graph,43,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s43f10-20.json,b2d6513993fc7206fb3aad74cd34122a9e76bd5a6f0393d4e5cc5afcd3cd97dd,replogle_rpe1,1000,no_graph,43,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s43f20-30.json,e0c83463af32b3fede974f563ab36815ef96678e4cd6966844db5db014b4eabd,replogle_rpe1,1000,no_graph,43,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s43f30-40.json,7d1a1d36395f288288dfff5f5c0873afa520d3c3ccb23db190bd737243d1098a,replogle_rpe1,1000,no_graph,43,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__no_graph__s43f40-50.json,6d8281edbab6724f57bf1128d49209f030e0ed8a7d81437c093760116f96cc82,replogle_rpe1,1000,no_graph,43,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s42f0-10.json,1a9da25e464329a055b175c6839504842a6d73f4009a778f1dbf3d86fac66df8,replogle_rpe1,1000,random,42,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s42f10-20.json,a41917be8e92290d22ae700c84c363218ea8a4965e1c02bdada0a5c238d7c79b,replogle_rpe1,1000,random,42,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s42f20-30.json,db182345088cb690b7b9161977a2cde2b16c8c5378031906a336029356dd6ebc,replogle_rpe1,1000,random,42,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s42f30-40.json,c9b3839fb3466379433327590d9515397a420f7fae43c826fde5d36f1677930c,replogle_rpe1,1000,random,42,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s42f40-50.json,4c76c2c8073472e14cdf668e2dedfd5b4ca3db95e2654a36e0190315996ef01e,replogle_rpe1,1000,random,42,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s43f0-10.json,9eca99a5bf3c9b9daa9adaa448419b2336556aaf955bd8db1059a5a15a10f874,replogle_rpe1,1000,random,43,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s43f10-20.json,d2358f27f691fa017f1eaa58cb38075061773370c27c04379252e1a714dc09ef,replogle_rpe1,1000,random,43,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s43f20-30.json,3b3421c4fd0f51b5d9a1dc194af07a447469940621856891df780cfd6e7fa8c2,replogle_rpe1,1000,random,43,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s43f30-40.json,798e8fceeecf4dcdec4cbc0aca890136d0642c4240ff0ea03bb13c094134104d,replogle_rpe1,1000,random,43,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s43f40-50.json,70c77d5c33cac251e9bd64659d812669f5d3d354cdeba9bf3fbfaf0da2092acf,replogle_rpe1,1000,random,43,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s44f0-10.json,d59bc76b6655f4d8c5b5197a288fa5701da795d7ee56bbbf786a4fdd23cd6afb,replogle_rpe1,1000,random,44,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s44f10-20.json,4651b9c2d4ef8debf20ed82689649989fcf308161710baa1b5997df69cad3cb0,replogle_rpe1,1000,random,44,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s44f20-30.json,2613635e59b4f27ecd2dd1ebc66888ee8491d7e068f0993adb8420264f445431,replogle_rpe1,1000,random,44,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s44f30-40.json,8a20b34bc0670bb006c15bd6724ef84f9fa75c27004a80b610b764708ec98f3b,replogle_rpe1,1000,random,44,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__random__s44f40-50.json,19a371903c67d907db42ba6ef9e03459f710250fe7e0f435b888abaf986931d6,replogle_rpe1,1000,random,44,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s42f0-10.json,1a069d5164a1d7901cbb8e5a7bbe6cc62fe9338ce64ef3a208e3234a29561c8e,replogle_rpe1,1000,string_ppi,42,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s42f10-20.json,6409e05477a502b3d4554ad56bfb8d914002f25e7cee1d52c206d700e1fc37f2,replogle_rpe1,1000,string_ppi,42,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s42f20-30.json,52c561976dc7918bd9ce8c73d96bff8ee4a351489beb10e1551a6201a17e71a4,replogle_rpe1,1000,string_ppi,42,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s42f30-40.json,0b1005e661691f85c1c1f17e882e450007ffb1b9b7d0553b4760085836f8c6c2,replogle_rpe1,1000,string_ppi,42,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s42f40-50.json,922b3e6a77fd136568875ec1bea73d5ae1e7f53b85bd01d5098909521a087fa9,replogle_rpe1,1000,string_ppi,42,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s43f0-10.json,1b9c1ef972291e247b55b27b67d28d4d293e086abbc74c8047e34f70b6dcb27b,replogle_rpe1,1000,string_ppi,43,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s43f10-20.json,8392ebdda45103a439083ed394f4fb68f71138e3e7b34acf610e45b7dae03337,replogle_rpe1,1000,string_ppi,43,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s43f20-30.json,ea1851535475e3bcd4bc48be3cf35619028f893710ffc0dd5946acbc84846b55,replogle_rpe1,1000,string_ppi,43,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s43f30-40.json,f3daa21f05a2dd9bd271ba7d0f8ada3128ee305fd976cf043164b8d8f4a4a84f,replogle_rpe1,1000,string_ppi,43,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s43f40-50.json,319934ecb6051d8adce43ae80efdde6f696abd9e9e57c941732e5466e48bb7a7,replogle_rpe1,1000,string_ppi,43,40,50,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s44f0-10.json,de99120df2723c9bc1c2ede8716d98b6e3ffe4830253c47c97cee9aaade7f363,replogle_rpe1,1000,string_ppi,44,0,10,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s44f10-20.json,ab267e0de5d42711cd1001aba9d546af81fdc32f0303a022558194c3b654b84e,replogle_rpe1,1000,string_ppi,44,10,20,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s44f20-30.json,fa2ce7a0475700684f2a8a728938eca8bbbc04644b973b3d23c5847136b16e21,replogle_rpe1,1000,string_ppi,44,20,30,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s44f30-40.json,e1ddb4e081999f8ef6e6f91c8f6f6c53f04e44b091b2076770ef951f47fcc785,replogle_rpe1,1000,string_ppi,44,30,40,10
results_merged_3seed/hvg1000/replogle_rpe1__string_ppi__s44f40-50.json,be729158f7d0c886cc9580ddd3c883d7e2281f341bdbcee571a18b10887f983f,replogle_rpe1,1000,string_ppi,44,40,50,10
results_merged_3seed/hvg200/adamson__coexpression__s44f0-10.json,d9d6bc2b7fcca72d0091c7f1c136c4075ff7bcbef7a6f204b178152518964387,adamson,200,coexpression,44,0,10,10
results_merged_3seed/hvg200/adamson__coexpression__s44f10-20.json,67690eba48d5c23239d25be237c44907e11a9b42c2ce36b94357372096b10109,adamson,200,coexpression,44,10,20,10
results_merged_3seed/hvg200/adamson__coexpression__s44f20-30.json,bff7368d8c137145ae27a78441fd642be47ae9e5f08090f70e7f6b34d80a7793,adamson,200,coexpression,44,20,30,10
results_merged_3seed/hvg200/adamson__coexpression__s44f30-40.json,93a97a09dbac894346c56bead7453627e85705bfe0c43be20d5230f6752cc94a,adamson,200,coexpression,44,30,40,10
results_merged_3seed/hvg200/adamson__coexpression__s44f40-50.json,6558aca698c5cb5ab1fd0e201592f22a39c606048c461ea934eb31595f0f7793,adamson,200,coexpression,44,40,50,10
results_merged_3seed/hvg200/adamson__combined__s42f0-10.json,b23ecdc091b3c8a7d0ee2a2deefd756bbcb6bee2f560757c6f5c1c17a1558f90,adamson,200,combined,42,0,10,10
results_merged_3seed/hvg200/adamson__combined__s42f10-20.json,a4d07c01cb7b8b9dfc8609d4a80f735ea2ff1087efe6d6ef81977095b3a01b30,adamson,200,combined,42,10,20,10
results_merged_3seed/hvg200/adamson__combined__s42f20-30.json,84cd72a71b9f47c5890e00652800392ab261de6d6620b2c82cf2b6830809b7b9,adamson,200,combined,42,20,30,10
results_merged_3seed/hvg200/adamson__combined__s42f30-40.json,b84ba2510cf69cb8098cb853ea83f5c521200d9724c54d80c92f434282c02156,adamson,200,combined,42,30,40,10
results_merged_3seed/hvg200/adamson__combined__s42f40-50.json,ba46bf25cf25e9be6ef4a0464279ba8b07270a9411c6d1ddb53618c436879901,adamson,200,combined,42,40,50,10
results_merged_3seed/hvg200/adamson__combined__s43f0-10.json,8b881b5bb8eee9ea3d70310ce80659e31aeba837d13c71b0d257b64bae8a6e02,adamson,200,combined,43,0,10,10
results_merged_3seed/hvg200/adamson__combined__s43f10-20.json,fa5394c429047d98f84c6f75143e1398affd15f159a240a0262a59116408ac3f,adamson,200,combined,43,10,20,10
results_merged_3seed/hvg200/adamson__combined__s43f20-30.json,83629a40492ec5c4e2d4734830c220b617b2d2e226d83c4045568592f52d4a86,adamson,200,combined,43,20,30,10
results_merged_3seed/hvg200/adamson__combined__s43f30-40.json,2c2652d9c1cb6e31031f84af68521664845c10e6ebc41c880cab3be3e733bcf8,adamson,200,combined,43,30,40,10
results_merged_3seed/hvg200/adamson__combined__s43f40-50.json,4b1cf11f033e693da949139d2fa2a6656aa604c51bfa8a797169df0855915074,adamson,200,combined,43,40,50,10
results_merged_3seed/hvg200/adamson__combined__s44f0-10.json,7714dcd2466578aa7eaa87e9aca05bcf8195c68162cfd642812afcd20a346ef2,adamson,200,combined,44,0,10,10
results_merged_3seed/hvg200/adamson__combined__s44f10-20.json,f0cf5f3b6c98e5ef0054952371df834e15444917cdd682e8b48a7eaae286d13d,adamson,200,combined,44,10,20,10
results_merged_3seed/hvg200/adamson__combined__s44f20-30.json,498465af86d7f0d83420932d6e64430698906857b43485f3351280846dffc546,adamson,200,combined,44,20,30,10
results_merged_3seed/hvg200/adamson__combined__s44f30-40.json,f821fd81a7edb93ab65bd6a72be38e04fdbb778f0d3a2e8c61ddaee9f98403bf,adamson,200,combined,44,30,40,10
results_merged_3seed/hvg200/adamson__combined__s44f40-50.json,8f9394a110537362b30118b9cfa10839a2c5e4d1035d770e58992af874bfc7d4,adamson,200,combined,44,40,50,10
results_merged_3seed/hvg200/adamson__gene_ontology__s42f0-10.json,a0885f0e87ac51cf6101097264a0d0df5f8586ecf87ac095c3e2ca1ee33bcf46,adamson,200,gene_ontology,42,0,10,10
results_merged_3seed/hvg200/adamson__gene_ontology__s42f10-20.json,577a9f78170f0d21bdafa22953f2abe3b970ef5376b7aceb3bc1ad9167173465,adamson,200,gene_ontology,42,10,20,10
results_merged_3seed/hvg200/adamson__gene_ontology__s42f20-30.json,a9d7b9c3ff3c45e61ba2082e4aa1c8ecb96719b84c5f3186738c865f5a2fc33c,adamson,200,gene_ontology,42,20,30,10
results_merged_3seed/hvg200/adamson__gene_ontology__s42f30-40.json,5b2ccf5b2b2ed7d6f400034e9a48eb1dd10ff85f6805da33782be261e395c0ef,adamson,200,gene_ontology,42,30,40,10
results_merged_3seed/hvg200/adamson__gene_ontology__s42f40-50.json,f3994723e8a0f62bdb631c447d06c8ad3272e045a216b3ae2523e27c55019c06,adamson,200,gene_ontology,42,40,50,10
results_merged_3seed/hvg200/adamson__gene_ontology__s43f0-10.json,c8a96f9b4d78a4fff6646a8214980fc46bf7f0402b2780f89aeba0726c862a49,adamson,200,gene_ontology,43,0,10,10
results_merged_3seed/hvg200/adamson__gene_ontology__s43f10-20.json,9316469c0e60e7db931bbe2bf27c4bddd352136076fda07dac9d91d6ee341a85,adamson,200,gene_ontology,43,10,20,10
